label,left_landmark_0_x,left_landmark_0_y,right_landmark_0_x,right_landmark_0_y,left_landmark_1_x,left_landmark_1_y,right_landmark_1_x,right_landmark_1_y,left_landmark_2_x,left_landmark_2_y,right_landmark_2_x,right_landmark_2_y,left_landmark_3_x,left_landmark_3_y,right_landmark_3_x,right_landmark_3_y,left_landmark_4_x,left_landmark_4_y,right_landmark_4_x,right_landmark_4_y,left_landmark_5_x,left_landmark_5_y,right_landmark_5_x,right_landmark_5_y,left_landmark_6_x,left_landmark_6_y,right_landmark_6_x,right_landmark_6_y,left_landmark_7_x,left_landmark_7_y,right_landmark_7_x,right_landmark_7_y,left_landmark_8_x,left_landmark_8_y,right_landmark_8_x,right_landmark_8_y,left_landmark_9_x,left_landmark_9_y,right_landmark_9_x,right_landmark_9_y,left_landmark_10_x,left_landmark_10_y,right_landmark_10_x,right_landmark_10_y,left_landmark_11_x,left_landmark_11_y,right_landmark_11_x,right_landmark_11_y,left_landmark_12_x,left_landmark_12_y,right_landmark_12_x,right_landmark_12_y,left_landmark_13_x,left_landmark_13_y,right_landmark_13_x,right_landmark_13_y,left_landmark_14_x,left_landmark_14_y,right_landmark_14_x,right_landmark_14_y,left_landmark_15_x,left_landmark_15_y,right_landmark_15_x,right_landmark_15_y,left_landmark_16_x,left_landmark_16_y,right_landmark_16_x,right_landmark_16_y,left_landmark_17_x,left_landmark_17_y,right_landmark_17_x,right_landmark_17_y,left_landmark_18_x,left_landmark_18_y,right_landmark_18_x,right_landmark_18_y,left_landmark_19_x,left_landmark_19_y,right_landmark_19_x,right_landmark_19_y,left_landmark_20_x,left_landmark_20_y,right_landmark_20_x,right_landmark_20_y
hi,0.5063695907592773,0.7664556503295898,0.535516083240509,0.7615305781364441,0.5488061308860779,0.7394313216209412,0.5593265295028687,0.7219087481498718,0.5691608190536499,0.7079521417617798,0.5180051922798157,0.7055248022079468,0.5368704199790955,0.6925578117370605,0.5537956953048706,0.6948734521865845,0.5644917488098145,0.7039896845817566,0.5148958563804626,0.6948737502098083,0.5382982492446899,0.6785450577735901,0.5557780861854553,0.6842247843742371,0.5670915842056274,0.6960148215293884,0.5160918831825256,0.6883593201637268,0.5433343052864075,0.6712131500244141,0.5603101849555969,0.6818606853485107,0.56925368309021,0.6987816691398621,0.5220814943313599,0.6835918426513672,0.5481725931167603,0.6735034584999084,0.5620203018188477,0.6846572756767273,0.568825364112854,0.7021355628967285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi,0.5081984400749207,0.7645514011383057,0.5338776707649231,0.7610595226287842,0.547858476638794,0.7385610342025757,0.5593051910400391,0.7210530042648315,0.5681219696998596,0.7061851024627686,0.520595908164978,0.7035682201385498,0.5390767455101013,0.6883500218391418,0.5569645762443542,0.6904116272926331,0.5690245032310486,0.7026988863945007,0.5174798965454102,0.6945663094520569,0.5402829647064209,0.6777282357215881,0.559791624546051,0.6845696568489075,0.5724923014640808,0.6988304853439331,0.5176568627357483,0.6877067685127258,0.5436617732048035,0.6712450981140137,0.5626381039619446,0.6806977391242981,0.5730329751968384,0.6971054077148438,0.5215602517127991,0.6821948289871216,0.5467666387557983,0.6719413995742798,0.5619938373565674,0.6803661584854126,0.5709307789802551,0.6949453949928284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi,0.5031664371490479,0.7687431573867798,0.5289259552955627,0.7638779878616333,0.5436892509460449,0.7372921705245972,0.55425626039505,0.7204170823097229,0.5631390810012817,0.7063761949539185,0.5169569849967957,0.6987022757530212,0.5386040806770325,0.6877731680870056,0.5556362867355347,0.6925002336502075,0.5670901536941528,0.7046947479248047,0.5141429305076599,0.6922128200531006,0.5392130613327026,0.678473949432373,0.5562517642974854,0.6847949028015137,0.5676493644714355,0.6968849897384644,0.516000509262085,0.6885148286819458,0.5439335703849792,0.6739011406898499,0.5598641037940979,0.6831176280975342,0.5684220194816589,0.6976927518844604,0.5225288271903992,0.6865641474723816,0.5489213466644287,0.6762243509292603,0.5622307658195496,0.6862291693687439,0.5690227150917053,0.7012090086936951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi,0.5046020746231079,0.7667703032493591,0.5323769450187683,0.7586351037025452,0.5443030595779419,0.7365797758102417,0.5548116564750671,0.7202857732772827,0.5635688304901123,0.7061371207237244,0.512983500957489,0.704503059387207,0.5327696800231934,0.6911522746086121,0.5506982803344727,0.6940522193908691,0.5628242492675781,0.7046692371368408,0.5103322267532349,0.6955060958862305,0.5347397327423096,0.67984539270401,0.5531477928161621,0.6868017911911011,0.5655975937843323,0.700434148311615,0.5123130083084106,0.6897935271263123,0.5404126644134521,0.6737108826637268,0.5582374930381775,0.6835666298866272,0.5681131482124329,0.7000267505645752,0.519233763217926,0.6851100325584412,0.5455769300460815,0.6756206154823303,0.5594595670700073,0.6851704120635986,0.566929817199707,0.7008937001228333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi,0.5104576349258423,0.7659896016120911,0.531558096408844,0.7630137801170349,0.5433411598205566,0.7394812703132629,0.551098644733429,0.720160961151123,0.558387041091919,0.7058053612709045,0.5162515044212341,0.7107080221176147,0.5348175764083862,0.6979579925537109,0.5527586936950684,0.6991627812385559,0.5666911602020264,0.707774817943573,0.5127384066581726,0.7008965611457825,0.5355578660964966,0.6869116425514221,0.5545266270637512,0.6906843185424805,0.5694283246994019,0.6996434330940247,0.5132406949996948,0.6930922865867615,0.5376790761947632,0.6777722835540771,0.55600905418396,0.6825148463249207,0.5686625838279724,0.6932924389839172,0.5177559852600098,0.685487687587738,0.5411004424095154,0.6737265586853027,0.5555741190910339,0.6796471476554871,0.5657965540885925,0.6909691095352173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi,0.5110543966293335,0.7659993767738342,0.5342401266098022,0.7602723240852356,0.5449320673942566,0.7382690906524658,0.5525408983230591,0.7192831039428711,0.5583402514457703,0.7043920755386353,0.5245391130447388,0.7111843228340149,0.5424981713294983,0.6970913410186768,0.5582098364830017,0.6969680786132812,0.5709885954856873,0.7042571902275085,0.52030348777771,0.7019806504249573,0.5441678166389465,0.6853218674659729,0.5612888336181641,0.6890396475791931,0.5747494101524353,0.6984119415283203,0.5181021094322205,0.6942080855369568,0.5439416170120239,0.6785725951194763,0.5603941082954407,0.6850173473358154,0.5717415809631348,0.6975845694541931,0.5178471803665161,0.6871249079704285,0.5416774749755859,0.6748212575912476,0.5569241046905518,0.6802089810371399,0.5684009790420532,0.6918057799339294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi,0.5061085224151611,0.7670994400978088,0.5317862629890442,0.7598770260810852,0.5448493957519531,0.7329914569854736,0.5541307330131531,0.714097261428833,0.5621293783187866,0.7000548243522644,0.5213679671287537,0.7038083076477051,0.5377273559570312,0.6836063265800476,0.5546112060546875,0.6807512044906616,0.5677998065948486,0.689227283000946,0.5165945887565613,0.6975188851356506,0.5380809307098389,0.6765365600585938,0.5576400756835938,0.6803765296936035,0.572377622127533,0.6931966543197632,0.514223575592041,0.6933007836341858,0.5404691100120544,0.6732850074768066,0.5597739815711975,0.6799769997596741,0.572358250617981,0.6944083571434021,0.514495849609375,0.6906539797782898,0.5407658219337463,0.6760805249214172,0.5573437809944153,0.681236207485199,0.5682513117790222,0.6928402781486511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi,0.5055822730064392,0.7701184749603271,0.5313658714294434,0.7596917152404785,0.5442190766334534,0.733881413936615,0.5528448224067688,0.7164644598960876,0.5601653456687927,0.7022595405578613,0.5172795653343201,0.7056640982627869,0.5370907187461853,0.6891013383865356,0.5551301836967468,0.6903772950172424,0.569162905216217,0.7008506059646606,0.5126004815101624,0.6994739174842834,0.5385485887527466,0.6783689260482788,0.5578640699386597,0.6840108036994934,0.5726802349090576,0.6975004076957703,0.5111747980117798,0.6947721242904663,0.5399401187896729,0.673219621181488,0.5584518909454346,0.6806356310844421,0.5710158944129944,0.6949107646942139,0.5131629109382629,0.6913233995437622,0.5385535359382629,0.6749832630157471,0.5543568730354309,0.6805100440979004,0.565263032913208,0.6930217742919922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi,0.49944356083869934,0.7711056470870972,0.5277392268180847,0.7594412565231323,0.5403524041175842,0.7332189679145813,0.5471222400665283,0.7142911553382874,0.5524123907089233,0.6996743083000183,0.5211713910102844,0.7091964483261108,0.5378963351249695,0.6924247145652771,0.5544846057891846,0.6926878094673157,0.567626953125,0.7016021609306335,0.5161191821098328,0.7006756663322449,0.539505124092102,0.6820908784866333,0.557988703250885,0.6868155598640442,0.5722852349281311,0.6986056566238403,0.5125167965888977,0.6931158900260925,0.5399425029754639,0.67484050989151,0.5580649375915527,0.6821624040603638,0.5703119039535522,0.6961226463317871,0.5104901790618896,0.6862907409667969,0.537044882774353,0.6734769344329834,0.552912175655365,0.6813355684280396,0.5643091797828674,0.6946943998336792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi,0.5056000351905823,0.7723060846328735,0.5309805274009705,0.7573747634887695,0.5413566827774048,0.7307524681091309,0.547205924987793,0.7143663763999939,0.5511550307273865,0.7009069323539734,0.5150492787361145,0.7010720372200012,0.5342035293579102,0.684597909450531,0.5519152283668518,0.6878378391265869,0.5646644830703735,0.6995170712471008,0.5104236006736755,0.6956043243408203,0.5354012846946716,0.6767691373825073,0.554007887840271,0.6836118102073669,0.5680426955223083,0.6975301504135132,0.5092048048973083,0.6907962560653687,0.5380632281303406,0.672568678855896,0.5561802983283997,0.6807581186294556,0.5679688453674316,0.6958444118499756,0.5113937258720398,0.6870222091674805,0.537108838558197,0.6746876239776611,0.5526275634765625,0.6819968223571777,0.5634814500808716,0.6947048902511597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi,0.5034767389297485,0.7710962295532227,0.5301042795181274,0.7579764127731323,0.5393771529197693,0.7319760918617249,0.5463395118713379,0.7131525874137878,0.5531364679336548,0.6984120607376099,0.5141779184341431,0.7057062387466431,0.5341804027557373,0.6855534911155701,0.552935004234314,0.6859137415885925,0.5672615170478821,0.6973896026611328,0.5084716081619263,0.6983004808425903,0.5348060727119446,0.677009642124176,0.5553315877914429,0.6820768713951111,0.5703588128089905,0.6946083307266235,0.5059232711791992,0.6926127076148987,0.5358753204345703,0.6715607047080994,0.5561596155166626,0.6788474321365356,0.5692508816719055,0.6936813592910767,0.5064509510993958,0.6874728798866272,0.5349880456924438,0.6727902889251709,0.5524455308914185,0.6796349287033081,0.5645086765289307,0.6931266784667969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi,0.5014349818229675,0.7736561298370361,0.5277851819992065,0.7608165144920349,0.5372387766838074,0.7338281273841858,0.5439931154251099,0.7142049670219421,0.5510680079460144,0.6983085870742798,0.509570300579071,0.7045112252235413,0.5320017337799072,0.6879034042358398,0.551446259021759,0.6892993450164795,0.565612256526947,0.699383556842804,0.5043141841888428,0.696654736995697,0.5332186818122864,0.6788278222084045,0.5544588565826416,0.6848788261413574,0.5698240399360657,0.6965041160583496,0.5031777620315552,0.6915054321289062,0.535538375377655,0.673141598701477,0.5561596751213074,0.6811245083808899,0.5694383382797241,0.6947990655899048,0.5058550834655762,0.687080979347229,0.5358108878135681,0.6752409338951111,0.5528021454811096,0.6824262142181396,0.5647037625312805,0.6940758228302002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
