label,left_landmark_0_x,left_landmark_0_y,left_landmark_1_x,left_landmark_1_y,left_landmark_2_x,left_landmark_2_y,left_landmark_3_x,left_landmark_3_y,left_landmark_4_x,left_landmark_4_y,left_landmark_5_x,left_landmark_5_y,left_landmark_6_x,left_landmark_6_y,left_landmark_7_x,left_landmark_7_y,left_landmark_8_x,left_landmark_8_y,left_landmark_9_x,left_landmark_9_y,left_landmark_10_x,left_landmark_10_y,left_landmark_11_x,left_landmark_11_y,left_landmark_12_x,left_landmark_12_y,left_landmark_13_x,left_landmark_13_y,left_landmark_14_x,left_landmark_14_y,left_landmark_15_x,left_landmark_15_y,left_landmark_16_x,left_landmark_16_y,left_landmark_17_x,left_landmark_17_y,left_landmark_18_x,left_landmark_18_y,left_landmark_19_x,left_landmark_19_y,left_landmark_20_x,left_landmark_20_y,right_landmark_0_x,right_landmark_0_y,right_landmark_1_x,right_landmark_1_y,right_landmark_2_x,right_landmark_2_y,right_landmark_3_x,right_landmark_3_y,right_landmark_4_x,right_landmark_4_y,right_landmark_5_x,right_landmark_5_y,right_landmark_6_x,right_landmark_6_y,right_landmark_7_x,right_landmark_7_y,right_landmark_8_x,right_landmark_8_y,right_landmark_9_x,right_landmark_9_y,right_landmark_10_x,right_landmark_10_y,right_landmark_11_x,right_landmark_11_y,right_landmark_12_x,right_landmark_12_y,right_landmark_13_x,right_landmark_13_y,right_landmark_14_x,right_landmark_14_y,right_landmark_15_x,right_landmark_15_y,right_landmark_16_x,right_landmark_16_y,right_landmark_17_x,right_landmark_17_y,right_landmark_18_x,right_landmark_18_y,right_landmark_19_x,right_landmark_19_y,right_landmark_20_x,right_landmark_20_y
hi,0.40559065341949463,0.7874380350112915,0.4295772314071655,0.7871589660644531,0.45631328225135803,0.7698447108268738,0.47522100806236267,0.7535489201545715,0.48895373940467834,0.7384873628616333,0.44808056950569153,0.7427730560302734,0.46438923478126526,0.7281081080436707,0.4796018898487091,0.7248772382736206,0.4910179078578949,0.7265489101409912,0.44085195660591125,0.7335487008094788,0.4582808017730713,0.7150823473930359,0.4729243516921997,0.7102479934692383,0.4857437014579773,0.7114407420158386,0.43167567253112793,0.7245737910270691,0.4489036202430725,0.7048743963241577,0.46297261118888855,0.7016230225563049,0.47470077872276306,0.7057843804359436,0.4200822412967682,0.7154214978218079,0.4341810643672943,0.6968465447425842,0.4469935894012451,0.6951801180839539,0.45746392011642456,0.7019608616828918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi,0.3950141668319702,0.7851951718330383,0.41967087984085083,0.7860997319221497,0.4441750943660736,0.771221399307251,0.4590197205543518,0.7544794082641602,0.4672049582004547,0.7362208366394043,0.4351642429828644,0.741784930229187,0.4506705701351166,0.7273049354553223,0.46582522988319397,0.7207151055335999,0.47751888632774353,0.7181553840637207,0.4278334081172943,0.7317089438438416,0.44526660442352295,0.7143225073814392,0.4602084755897522,0.7067084312438965,0.4741681218147278,0.7039381861686707,0.4185763895511627,0.7219229936599731,0.43486687541007996,0.7034633159637451,0.45018240809440613,0.697579562664032,0.46354764699935913,0.6988659501075745,0.406347393989563,0.711132287979126,0.4179874658584595,0.6929502487182617,0.4304526150226593,0.6902719736099243,0.4411163330078125,0.6959986686706543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi,0.3871031105518341,0.7780302166938782,0.4149065315723419,0.7786054611206055,0.4384598433971405,0.7606103420257568,0.4498390853404999,0.7359006404876709,0.4516795873641968,0.7158268690109253,0.4282972514629364,0.7354571223258972,0.43967825174331665,0.71601802110672,0.44998252391815186,0.7133694291114807,0.45690396428108215,0.7168684005737305,0.4168674349784851,0.7259231805801392,0.4290967285633087,0.7048946619033813,0.4387628436088562,0.702172040939331,0.44547027349472046,0.7075671553611755,0.4044264853000641,0.7172712087631226,0.41572898626327515,0.6971058249473572,0.4260135591030121,0.6942507028579712,0.43265479803085327,0.7004366517066956,0.39026740193367004,0.7094271779060364,0.4010671079158783,0.690872073173523,0.41172459721565247,0.6891913414001465,0.41887232661247253,0.6964759826660156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi,0.3729076385498047,0.7790493965148926,0.39572006464004517,0.7814997434616089,0.41907623410224915,0.7686768174171448,0.4333992600440979,0.7504779100418091,0.43997952342033386,0.7315293550491333,0.406374454498291,0.7394556403160095,0.4193362891674042,0.7218945622444153,0.43276894092559814,0.7143123149871826,0.4427390694618225,0.7123974561691284,0.3967103958129883,0.7299656271934509,0.4105212986469269,0.7098907828330994,0.4235634505748749,0.7015500664710999,0.43501636385917664,0.6986406445503235,0.386170357465744,0.7202457189559937,0.3995426893234253,0.7008283734321594,0.4137749969959259,0.6935423612594604,0.42550745606422424,0.6928523778915405,0.3741103410720825,0.7101483345031738,0.38741615414619446,0.6934607625007629,0.4003012478351593,0.6887857913970947,0.4107329845428467,0.689907968044281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi,0.36115020513534546,0.7824920415878296,0.38275471329689026,0.7821610569953918,0.405107319355011,0.7634100914001465,0.4178190529346466,0.7424972057342529,0.4261765778064728,0.7250610589981079,0.39260271191596985,0.7376878261566162,0.4038773477077484,0.7200198173522949,0.41695353388786316,0.711980938911438,0.4273344874382019,0.7097538709640503,0.3828212022781372,0.7303391098976135,0.3945663273334503,0.7123860120773315,0.40705838799476624,0.7052465677261353,0.41872963309288025,0.7028321623802185,0.37277308106422424,0.7233477234840393,0.3835428059101105,0.70630943775177,0.39736858010292053,0.6994228363037109,0.40992361307144165,0.6974928975105286,0.3610851764678955,0.7165308594703674,0.37219923734664917,0.7023595571517944,0.3839606046676636,0.697821855545044,0.39446964859962463,0.6968119144439697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi,0.34487369656562805,0.7847933769226074,0.3649838864803314,0.7913634181022644,0.3878318667411804,0.7754186391830444,0.4010915756225586,0.7558349967002869,0.40805110335350037,0.7390733361244202,0.3811028003692627,0.7431897521018982,0.3897828161716461,0.7259804606437683,0.39578160643577576,0.7245544791221619,0.4001128077507019,0.7294740676879883,0.3705295920372009,0.7350722551345825,0.37828195095062256,0.7180414199829102,0.3809192478656769,0.7239046096801758,0.38194695115089417,0.7327620387077332,0.35864052176475525,0.7289233207702637,0.3654369115829468,0.7138115763664246,0.3671152889728546,0.7238506078720093,0.3670121431350708,0.7344840168952942,0.345447301864624,0.7249276041984558,0.35315030813217163,0.7126538157463074,0.355008989572525,0.7215238213539124,0.35398420691490173,0.7323452234268188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi,0.3402377665042877,0.7981139421463013,0.35960814356803894,0.8006840944290161,0.37771210074424744,0.7865374684333801,0.3843457102775574,0.7710394859313965,0.38444867730140686,0.7597121000289917,0.3754742741584778,0.7519849538803101,0.37621182203292847,0.7387297749519348,0.3710278272628784,0.7535843849182129,0.36884090304374695,0.7686578631401062,0.3615100383758545,0.7449264526367188,0.36149275302886963,0.7364886403083801,0.35560137033462524,0.753739058971405,0.3523244261741638,0.7686212658882141,0.347394198179245,0.7414263486862183,0.3468276262283325,0.7354326248168945,0.3419656753540039,0.7528119683265686,0.3391011357307434,0.7662929892539978,0.33316704630851746,0.7419365644454956,0.33483853936195374,0.7354039549827576,0.3312903046607971,0.7498943209648132,0.3295944035053253,0.7615967392921448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi,0.3299364149570465,0.8586150407791138,0.35742947459220886,0.8459324240684509,0.3788648247718811,0.8103955984115601,0.3830915689468384,0.779533326625824,0.37408262491226196,0.7613296508789062,0.3585995137691498,0.7749792337417603,0.36678653955459595,0.751520574092865,0.36622294783592224,0.7758450508117676,0.36352625489234924,0.7912391424179077,0.34320268034935,0.7737720608711243,0.35034817457199097,0.7539119124412537,0.3492979109287262,0.78202885389328,0.3458468019962311,0.795193612575531,0.32707738876342773,0.7750677466392517,0.3337079584598541,0.7566564679145813,0.33406856656074524,0.7845222353935242,0.33104658126831055,0.7971732020378113,0.309234619140625,0.7774447202682495,0.3181503713130951,0.7610591053962708,0.3199433386325836,0.7824942469596863,0.3179629147052765,0.794115424156189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi,0.3240939676761627,0.8805713057518005,0.3541216552257538,0.8679932355880737,0.37273332476615906,0.8285684585571289,0.3748176097869873,0.7966205477714539,0.36425212025642395,0.7812460660934448,0.3502122461795807,0.798941969871521,0.3531959056854248,0.78033846616745,0.3519171476364136,0.8033002614974976,0.3505903482437134,0.8198636770248413,0.33296892046928406,0.7983144521713257,0.33426564931869507,0.7821805477142334,0.33419057726860046,0.81095290184021,0.33501335978507996,0.8258819580078125,0.3163909316062927,0.8010563254356384,0.3170260488986969,0.7845696806907654,0.318903386592865,0.8132497668266296,0.3205825984477997,0.8269776105880737,0.29983970522880554,0.8056800961494446,0.302011102437973,0.7908461689949036,0.30368202924728394,0.8132343888282776,0.3054630160331726,0.8251792788505554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi,0.3278847634792328,0.8974549174308777,0.3534199595451355,0.8846433162689209,0.36996179819107056,0.8423044681549072,0.36678826808929443,0.8123411536216736,0.35519739985466003,0.8003581166267395,0.34313902258872986,0.8099087476730347,0.3470829725265503,0.7962857484817505,0.3507364094257355,0.8192217350006104,0.35057562589645386,0.8392526507377625,0.3257836103439331,0.8120009303092957,0.32949358224868774,0.7987708449363708,0.3355100750923157,0.8262559175491333,0.33662527799606323,0.844786524772644,0.3091305196285248,0.8186540603637695,0.31388533115386963,0.807317852973938,0.3217146396636963,0.8348221182823181,0.32309553027153015,0.8515466451644897,0.2918889820575714,0.8290489912033081,0.30007514357566833,0.8206066489219666,0.30693042278289795,0.8409823775291443,0.3080919682979584,0.8527885675430298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi,0.33396655321121216,0.906932532787323,0.35622313618659973,0.8888148665428162,0.3696295917034149,0.8483538031578064,0.3678930699825287,0.8193522095680237,0.3580704927444458,0.7997807264328003,0.3367070257663727,0.8169593811035156,0.34263375401496887,0.8046471476554871,0.349592924118042,0.8203853964805603,0.3527984619140625,0.8379536271095276,0.3195649981498718,0.8218618035316467,0.32421961426734924,0.8068550825119019,0.3337409198284149,0.8280094265937805,0.33867979049682617,0.8491705656051636,0.30281519889831543,0.8330475687980652,0.3077937960624695,0.8175641894340515,0.3197820782661438,0.8404796719551086,0.32518720626831055,0.8612717390060425,0.2865581214427948,0.8495253324508667,0.29406899213790894,0.835889458656311,0.30512216687202454,0.852118968963623,0.31030237674713135,0.8679121136665344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hi,0.335458368062973,0.9137879014015198,0.35638999938964844,0.888555109500885,0.36790338158607483,0.8493969440460205,0.3654363751411438,0.8166095614433289,0.35190340876579285,0.7948890924453735,0.33737093210220337,0.8285502791404724,0.3363695442676544,0.8038633465766907,0.3431451618671417,0.8155757784843445,0.3484456241130829,0.8335614800453186,0.3206915259361267,0.8338879942893982,0.318717896938324,0.8030838370323181,0.3288860619068146,0.824774980545044,0.3357184827327728,0.8496484160423279,0.3035952150821686,0.8442845940589905,0.30246299505233765,0.8121322989463806,0.31491491198539734,0.8381484150886536,0.32226595282554626,0.864639401435852,0.28595447540283203,0.8591771125793457,0.2875845730304718,0.8324641585350037,0.2990642189979553,0.8494466543197632,0.30626988410949707,0.8708443641662598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
